ID,Lat,Long,ListPrice,SaleYear,Bathroom,Bedroom,BuiltYear,BuildDecade,MajorRenov,FinishSqFt,LotSqFt,MSA,City,HighSchool,SalePrice
27003384,32.972187,-96.681526,249900,2013,3,4,1996,1990,NONE,3246,13991.89528,Dallas,Garland,Berkner High School,263088.091972841
27003395,32.971828,-96.680597,231000,2014,3,4,1994,1990,NONE,2510,7840,Dallas,Garland,Berkner High School,236549.4127495729
27003459,32.948231,-96.666859,135000,2014,2,2,1983,1980,NONE,1440,3920,Dallas,Garland,Garland High School,158041.66509084566
27003706,32.949119,-96.667804,93500,2013,2,2,1984,1980,NONE,1098,3484,Dallas,Garland,Garland High School,157142.66236106155
26803112,32.857592,-96.679449,84000,2014,1,2,1951,1950,NONE,1036,6969,Dallas,Dallas,Bryan Adams High School,152732.13550972217
26806239,32.900079,-96.847303,449000,2014,2,3,1968,1960,NONE,2336,15276.58067,Dallas,Dallas,W T White High School,329926.6391929636
26806319,32.891347,-96.846497,425000,2013,2.5,4,1963,1960,NONE,2547,15276.58067,Dallas,Dallas,W T White High School,348690.44800831215
27029736,32.867333,-96.618006,123000,2014,1,3,1970,1970,NONE,1844,8493.5,Dallas,Garland,Garland High School,155728.2855120502
27031376,32.942834,-96.622866,152900,2013,2.5,4,1999,1990,NONE,1886,10890,Dallas,Garland,Garland High School,171006.94921442054
26806756,32.886232,-96.848981,309000,2013,2,3,1956,1950,NONE,2096,15276.58067,Dallas,Dallas,W T White High School,275637.0747947923
27220522,32.984655,-96.966415,490073.43,2013,4,5,2006,2000,NONE,4531.12212,15276.58067,Dallas,Coppell,Coppell High School,426088.1797502952
27255992,33.082205,-96.878529,129900,2013,2,3,1974,1970,1985,1460,8276,Dallas,The Colony,The Colony High School,158041.66509084566
27256944,33.097171,-96.875083,139900,2013,2,3,1977,1970,NONE,1379,7405,Dallas,The Colony,The Colony High School,158041.66509084566
26961378,32.613094,-96.954776,165000,2013,2.5,4,1990,1990,NONE,2838,7801,Dallas,Cedar Hill,NONE,191598.08665001593
26962683,32.5941,-96.917902,125000,2013,2,3,1987,1980,NONE,1930,6969,Dallas,Cedar Hill,NONE,149896.08749755294
26962872,32.980956,-97.009228,379000,2013,3.5,4,1998,1990,NONE,3087,6969,Dallas,Coppell,Coppell High School,342263.8735455391
27265418,33.248635,-97.13651,119900,2013,2,3,2002,2000,NONE,1276,9147,Dallas,Denton,Denton High School,175853.66883431977
27266446,33.017117,-97.032105,185000,2013,2,3,1986,1980,NONE,1792,5662,Dallas,Lewisville,Flower Mound High School,174768.3746525895
27268623,33.050467,-97.046656,179900,2013,2,4,1985,1980,NONE,1779,10018,Dallas,Flower Mound,Marcus High School,173581.74586223144
27269112,33.022838,-97.02957,139900,2013,2.5,3,1991,1990,NONE,1662,3920,Dallas,Lewisville,Learning Center,162690.1638044342
27277422,33.016366,-97.026757,249900,2014,3,4,1990,1990,NONE,2754,7535,Dallas,Lewisville,Learning Center,242194.61802601677
27278027,33.041673,-97.068708,4.00E+05,2014,3.5,4,1999,1990,NONE,3317,13503,Dallas,Flower Mound,Marcus High School,378044.26188956766
27279467,33.075816,-97.032111,162000,2013,2,4,1997,1990,NONE,1927,3920,Dallas,Lewisville,Learning Center,163907.8555634336
27282030,33.097736,-96.887533,129900,2013,2,3,1977,1970,NONE,1520,6621,Dallas,The Colony,The Colony High School,158041.66509084566
27282096,33.001195,-96.924639,299900,2013,3.5,4,1990,1990,NONE,4052,8276,Dallas,Carrollton,Creekview High School,295259.11891052127
27282840,33.014028,-96.866291,259900,2011,2,4,1991,1990,NONE,2358,9801,Dallas,Carrollton,Smith High School,223909.40525113375
26968083,32.960157,-97.000404,349000,2013,2.5,4,1997,1990,NONE,2826,9029,Dallas,Coppell,Coppell High School,311627.1382203092
26809106,32.898396,-96.852499,490073.43,2014,3.5,4,1985,1980,NONE,2595,15276.58067,Dallas,Dallas,W T White High School,391965.2324096943
27010483,32.939377,-96.597684,140000,2013,2,3,1986,1980,NONE,1584,7405,Dallas,Garland,Garland High School,159200.24409224308
27010637,32.938323,-96.598486,90000,2009,2,2,1985,1980,NONE,1054,4356,Dallas,Garland,Garland High School,157142.66236106155
26813490,32.912922,-96.857599,109900,2013,2,3,1962,1960,NONE,1504,7840,Dallas,Dallas,W T White High School,155328.29451451497
26827841,32.710514,-96.898887,99900,2013,1.5,3,1964,1960,NONE,1338,4356,Dallas,Dallas,Justin F Kimball High School,146899.93749522488
26828895,32.910924,-96.809183,459900,2013,2.5,3,1961,1960,NONE,2475,15276.58067,Dallas,Dallas,W T White High School,346254.0092869394
27038375,32.936338,-96.681301,130000,2013,2,3,1989,1980,NONE,1699,4791,Dallas,Garland,Garland High School,159693.2681224372
27038692,32.94134,-96.671267,179500,2013,2,3,1985,1980,NONE,1895,5662,Dallas,Garland,Garland High School,171681.53073081336
27039289,32.840706,-96.584011,104900,2013,2,4,1974,1970,NONE,1934,9147,Dallas,Garland,Garland High School,160807.29619934998
26830505,32.802505,-96.706649,199000,2014,2,3,1959,1950,2013,2148,9583,Dallas,Dallas,Bryan Adams High School,178265.2608355586
26835307,32.795064,-96.905058,80000,2013,2,3,1999,1990,NONE,1066,6969,Dallas,Dallas,Nimitz High School,152981.85348723075
27284325,33.057535,-97.062251,195000,2013,2,3,1989,1980,NONE,1924,10428,Dallas,Flower Mound,Marcus High School,175296.94543212626
27284810,33.157538,-97.079273,245000,2014,2.5,3,1995,1990,NONE,2591,8285,Dallas,Corinth,Guyer High School,218418.5831457777
26969512,32.977719,-96.989667,459900,2014,4,4,1996,1990,2013,3420,8476,Dallas,Coppell,Coppell High School,392286.4487401612
26969588,32.975225,-97.007344,315000,2013,2.5,4,1988,1980,NONE,2573,9374,Dallas,Coppell,Coppell High School,281407.8152262632
26969826,32.981967,-96.965031,350000,2014,2.5,4,1991,1990,NONE,2912,5706,Dallas,Coppell,Coppell High School,312311.06973113806
26970690,32.96426,-96.995106,375000,2013,3,4,1992,1990,NONE,2744,8581,Dallas,Coppell,Coppell High School,340109.2365738496
26971503,32.969069,-96.965032,139900,2013,2,2,1983,1980,NONE,1176,5662,Dallas,Coppell,Coppell High School,158041.66509084566
26971531,32.965032,-96.965087,169500,2013,2,3,1983,1980,NONE,1347,7405,Dallas,Coppell,Coppell High School,159200.24409224308
26972165,32.967326,-96.972881,172000,2013,2,3,1984,1980,NONE,1992,9147,Dallas,Coppell,Coppell High School,174115.43046091328
26975226,32.597785,-96.832459,189900,2014,3,3,1989,1980,2007,2615,15276.58067,Dallas,Desoto,Desoto High School,212444.29624647225
26976783,32.604591,-96.869428,119900,2014,2,3,1977,1970,NONE,1888,9583,Dallas,Desoto,Desoto High School,149896.08749755294
26977276,32.608904,-96.855925,199900,2014,4.5,5,1992,1990,NONE,3371,11325,Dallas,Desoto,Desoto High School,248651.2400341741
26978227,32.610523,-96.861189,99900,2009,2.5,3,1975,1970,NONE,2730,10672,Dallas,Desoto,Desoto High School,187273.0992947939
26978273,32.610986,-96.864254,135900,2013,3,4,1976,1970,NONE,2462,10890,Dallas,Desoto,Desoto High School,208590.79973219277
27287606,33.016924,-96.880335,197500,2013,2,3,1984,1980,NONE,2244,8276,Dallas,Carrollton,Hebron High School,185598.7160060355
27287888,33.0833,-97.076219,239900,2013,3,4,1993,1990,NONE,3093,9583,Dallas,Highland Village,Marcus High School,246240.4438123389
26982439,32.587869,-96.840833,92400,2014,2,3,1995,1990,NONE,1505,4791,Dallas,Desoto,Desoto High School,147149.65547273346
27265673,33.221132,-97.113536,93000,2013,2,3,1984,1980,NONE,1104,7000,Dallas,Denton,Guyer High School,175853.66883431977
27268069,33.026854,-96.87786,248900,2013,2.5,4,1988,1980,NONE,2401,7405,Dallas,Carrollton,Hebron High School,222528.93754970204
27011604,32.928199,-96.661525,219800,2014,2,3,1997,1990,NONE,2465,8712,Dallas,Garland,Garland High School,209070.14289151068
27016292,32.968681,-96.635813,210000,2013,2,4,1997,1990,NONE,2393,8341.5,Dallas,Garland,Garland High School,204291.9505124849
27016875,32.960164,-96.629327,269900,2014,3,4,1988,1980,NONE,3034,10018,Dallas,Garland,Garland High School,253606.6030911408
27017249,32.91218,-96.683441,94900,2013,1.5,3,1960,1960,NONE,1116,7405,Dallas,Garland,Garland High School,155328.29451451497
27272134,33.193767,-97.111185,295000,2013,3.5,4,1993,1990,NONE,3351,15276.58067,Dallas,Denton,Ryan High School,293257.99129766686
26989847,32.649707,-96.912607,82500,2014,2,3,1964,1960,NONE,1262,7021,Dallas,Duncanville,Duncanville High School,146899.93749522488
26994454,32.945295,-96.868674,234900,2014,2,4,1965,1960,NONE,2197,7500.5,Dallas,Farmers Branch,Turner High School,200567.8598150056
27273394,33.068365,-97.028172,145000,2014,2,3,1986,1980,NONE,1636,4199,Dallas,Lewisville,Learning Center,158516.31258141424
27277138,33.013315,-97.209523,135000,2013,2,3,1995,1990,NONE,1376,9583,Dallas,Roanoke,Byron Nelson High School,157357.73358001682
27046734,32.93897,-96.633299,118900,2013,2,3,1983,1980,NONE,1861,7840,Dallas,Garland,Garland High School,159889.094385881
27047372,32.968787,-96.66887,105900,2013,2,3,1983,1980,NONE,1447,6621,Dallas,Garland,Garland High School,157142.66236106155
27049809,32.865555,-96.652393,139900,2013,2,4,1971,1970,NONE,2019,8712,Dallas,Garland,Garland High School,161706.29892913415
27051873,32.984144,-96.675698,238500,2013,3,3,1978,1970,NONE,2460,10018,Dallas,Garland,Berkner High School,232318.17742842864
27053397,32.930734,-96.697687,84900,2013,2,2,1976,1970,NONE,1282,2430,Dallas,Garland,Berkner High School,157142.66236106155
27277484,33.010487,-97.008434,155000,2014,2,3,1993,1990,NONE,1691,6969,Dallas,Lewisville,Learning Center,158516.31258141424
27280167,33.081224,-97.035317,209900,2013,3,5,1993,1990,NONE,2836,11325,Dallas,Lewisville,Learning Center,248237.38085982905
27280332,33.101698,-96.876699,139500,2008,2,4,1983,1980,NONE,2017,6534,Dallas,The Colony,The Colony High School,165867.10780296492
27281749,33.013345,-97.082737,319900,2014,4.5,4,1989,1980,NONE,3381,10018,Dallas,Flower Mound,Flower Mound High School,320161.7939406489
27285023,33.159524,-97.080283,279900,2014,2.5,4,1995,1990,1995,3120,10018,Dallas,Corinth,Guyer High School,260689.67332630206
26843932,32.872394,-96.702906,275000,2013,2,3,1957,1950,2012,1739,7840,Dallas,Dallas,Lake Highlands High School,239631.137029532
26844887,32.904945,-96.786892,425000,2013,2,3,1957,1950,NONE,2234,15276.58067,Dallas,Dallas,Hillcrest High School,330289.17190799554
27287350,33.009322,-96.910734,365000,2014,4,4,1994,1990,NONE,4055,7405,Dallas,Carrollton,Creekview High School,358005.03107889974
27292605,33.013426,-97.038625,205000,2013,2,3,1995,1990,NONE,1944,7222,Dallas,Flower Mound,Flower Mound High School,195660.93896465545
26845190,32.823963,-96.667113,79900,2013,1.5,3,1954,1950,NONE,1052,7749,Dallas,Dallas,Bryan Adams High School,152732.13550972217
26846000,32.8059,-96.692558,145500,2013,2,3,1976,1970,NONE,1683,6969,Dallas,Dallas,Skyline High School,155039.4352184123
26847928,32.824629,-96.679641,179500,2014,2,3,1957,1950,NONE,1651,8276,Dallas,Dallas,Bryan Adams High School,166382.92734458877
26848535,32.941216,-96.784313,490073.43,2014,3,4,1961,1960,NONE,4085,15276.58067,Dallas,Dallas,Richardson High School,422965.82319470594
26848590,32.926521,-96.787824,229000,2013,2,3,1988,1980,NONE,1634,7305,Dallas,Dallas,Richardson High School,191251.49188311846
27018960,32.857652,-96.610677,99900,2013,2,3,1974,1970,2013,1308,6534,Dallas,Garland,Garland High School,152981.85348723075
27020944,32.859819,-96.579381,174500,2010,3,4,1990,1990,NONE,2709,10497,Dallas,Garland,Garland High School,229103.85621341233
27022574,32.974348,-96.621928,319900,2014,4,4,1992,1990,NONE,3326,1306,Dallas,Garland,Garland High School,304799.37557756086
27023068,32.947817,-96.655685,127000,2013,2.5,3,1984,1980,NONE,1840,3049,Dallas,Garland,Garland High School,165025.69834685457
27059447,32.929837,-96.643729,129995,2014,2.5,3,1986,1980,NONE,1659,4791,Dallas,Garland,Garland High School,162609.2727877264
27068451,32.681324,-97.009982,137500,2013,2,3,1993,1990,NONE,1849,8398,Dallas,Grand Prairie,South Grand Prairie High 9th Grade,150111.15871650822
27071515,32.693702,-97.031446,133000,2013,2,3,1999,1990,NONE,1777,7405,Dallas,Grand Prairie,South Grand Prairie High 9th Grade,150111.15871650822
27023733,32.983599,-96.639652,215000,2013,2,4,1998,1990,NONE,2446,12632,Dallas,Garland,Garland High School,212780.97935490456
27023826,32.841933,-96.56134,129900,2013,2,3,1985,1980,NONE,1987,8712,Dallas,Garland,Garland High School,159061.18797193424
27027045,32.854151,-96.629779,137500,2014,2,4,1975,1970,NONE,1954,7056,Dallas,Garland,Garland High School,161706.29892913415
27027769,32.849618,-96.619189,139900,2013,2,3,1981,1980,NONE,1773,10890,Dallas,Garland,North Mesquite High School,157155.8590213711
27027844,32.850812,-96.62207,142000,2014,2,3,1981,1980,NONE,1577,9199,Dallas,Garland,Garland High School,155039.4352184123
27030880,32.947738,-96.639093,120000,2010,2,4,1978,1970,NONE,1633,7405,Dallas,Garland,Garland High School,159787.7733182614
27031003,32.950791,-96.635243,154900,2014,2,3,1980,1980,NONE,2012,7230,Dallas,Garland,Garland High School,164380.57584716246
27031368,32.943877,-96.624056,141500,2013,2,3,1986,1980,NONE,1868,6076.5,Dallas,Garland,Garland High School,161946.67611706254
27037824,32.934739,-96.649209,139900,2013,2,4,1976,1970,NONE,2053,8712,Dallas,Garland,Garland High School,165867.10780296492
27040105,32.93341,-96.671288,215000,2014,2.5,4,1987,1980,NONE,2489,8232.5,Dallas,Garland,Garland High School,216457.77341810038
27041190,32.875773,-96.644646,105600,2013,2,3,1955,1950,NONE,1248,10454,Dallas,Garland,Garland High School,155856.86529405173
27042561,32.951629,-96.658324,1.00E+05,2013,2,3,1985,1980,NONE,1300,6098,Dallas,Garland,Garland High School,157142.66236106155
27053321,32.930989,-96.697044,83900,2013,2,2,1981,1980,NONE,1330,2178,Dallas,Garland,Berkner High School,157142.66236106155
27053961,32.950763,-96.670301,59900,2012,2,3,1972,1970,NONE,1472,2613,Dallas,Garland,Garland High School,157142.66236106155
27055555,32.940352,-96.600396,169900,2013,2,3,1988,1980,NONE,2001,6664,Dallas,Garland,Garland High School,174115.43046091328
27058167,32.922078,-96.681108,142900,2014,2.5,5,1963,1960,NONE,2307,6098,Dallas,Garland,Garland High School,182804.4738375328
26852756,32.90139,-96.761098,205500,2014,2,3,1970,1970,NONE,1824,10454,Dallas,Dallas,Lake Highlands High School,192874.89165588317
27004134,32.931838,-96.643638,176000,2014,3,4,1972,1970,NONE,2644,15276.58067,Dallas,Garland,Garland High School,230273.9031113874
27004213,32.933346,-96.640511,119000,2013,2,3,1968,1960,NONE,1896,11325,Dallas,Garland,Garland High School,159698.487001742
27006176,32.967114,-96.67187,140000,2014,2,3,1977,1970,NONE,1492,6969,Dallas,Garland,Berkner High School,159200.24409224308
26858009,32.911256,-96.829881,465000,2013,2.5,3,1962,1960,NONE,2197,15276.58067,Dallas,Dallas,W T White High School,348310.4194428133
26859011,32.861008,-96.700182,295000,2013,2.5,4,1970,1970,NONE,2488,8676,Dallas,Dallas,Bryan Adams High School,263903.4816203602
26859364,32.861082,-96.684919,225000,2014,3,3,1961,1960,NONE,1639,8450,Dallas,Dallas,Bryan Adams High School,210532.46894491412
26864023,32.853233,-96.658887,109900,2013,2,3,1978,1970,NONE,2020,6969,Dallas,Dallas,Bryan Adams High School,158162.1852421501
26866838,32.876237,-96.718793,490073.43,2009,5,5,2006,2000,NONE,4531.12212,11107,Dallas,Dallas,Lake Highlands High School,433095.99933531275
26868609,32.886744,-96.743594,339900,2013,2.5,3,1978,1970,NONE,2135,7840,Dallas,Dallas,Lake Highlands High School,296350.1642186376
26868975,32.896652,-96.731514,389900,2013,3.5,4,1977,1970,NONE,3394,10550,Dallas,Dallas,Lake Highlands High School,368342.71288285725
26870245,32.897843,-96.74884,399000,2013,4,4,1980,1980,NONE,2726,9583,Dallas,Dallas,Lake Highlands High School,350157.4266896253
27291622,33.00337,-96.861732,163000,2013,2,3,1995,1990,NONE,1528,7840,Dallas,Dallas,Smith High School,159200.24409224308
27291987,33.015916,-97.048383,289900,2013,2.5,4,1993,1990,NONE,2978,10018,Dallas,Flower Mound,Flower Mound High School,267645.639363202
27295184,33.016916,-97.045714,285000,2010,3,4,1996,1990,NONE,2656,9452,Dallas,Flower Mound,Flower Mound High School,272908.01961364923
27295863,33.049382,-97.019043,220000,2013,2.5,4,1998,1990,NONE,2364,6969,Dallas,Lewisville,Learning Center,207208.3782656963
27294861,33.050571,-97.058972,229000,2014,2.5,4,1995,1990,NONE,2251,5501,Dallas,Flower Mound,Marcus High School,205945.92052404626
27296383,33.033045,-97.073048,339900,2014,3,5,1998,1990,NONE,3226,9583,Dallas,Flower Mound,Flower Mound High School,328281.5323596184
27297822,33.000471,-97.089451,169900,2014,2,3,1972,1970,NONE,1652,15276.58067,Dallas,Flower Mound,Flower Mound High School,168779.73797470183
27299223,33.063854,-97.03726,215000,2014,2,3,1997,1990,1998,2091,8441,Dallas,Lewisville,Learning Center,195660.93896465545
27301417,33.06645,-97.04437,175000,2013,2,3,1996,1990,NONE,1598,4791,Dallas,Lewisville,Learning Center,168251.1671951651
27080180,32.704609,-96.996384,30000,2013,2,3,1970,1970,2013,1210,2731,Dallas,Grand Prairie,South Grand Prairie High 9th Grade,146465.72396190462
27063029,32.756261,-97.024574,118900,2013,2,3,1973,1970,NONE,1857,8712,Dallas,Grand Prairie,Grand Prairie High School,149212.15598672407
27010053,32.8807,-96.610655,169000,2013,2.5,4,1975,1970,NONE,2361,10149,Dallas,Garland,Garland High School,182398.93543600853
27298213,33.135683,-97.073553,175000,2014,2.5,4,1996,1990,NONE,2750,7405,Dallas,Corinth,NONE,206323.5720864762
27298319,33.016767,-97.033045,295000,2014,3,4,1996,1990,NONE,3018,10672,Dallas,Lewisville,Flower Mound High School,278407.68170392216
27011639,32.926687,-96.662116,264900,2014,3,5,1997,1990,NONE,3129,11103,Dallas,Garland,Garland High School,255417.10416216208
27300530,33.085741,-96.91238,235000,2014,2.5,4,1996,1990,2013,2277,7405,Dallas,The Colony,The Colony High School,207234.85761356744
27303092,33.156132,-97.077587,265000,2014,3,4,1997,1990,1997,2712,12214,Dallas,Corinth,Guyer High School,246760.68351221923
27304030,33.009479,-97.088155,334900,2014,4,6,1996,1990,NONE,3232,13503,Dallas,Flower Mound,Flower Mound High School,338107.21559638804
27304896,33.160529,-97.10937,139900,2013,2,4,1997,1990,NONE,1774,6098,Dallas,Denton,Guyer High School,162749.2765620362
26870703,32.947882,-96.789811,490073.43,2013,3.5,4,1970,1970,NONE,3587,8951,Dallas,Dallas,Richardson High School,408353.41008127766
26871072,32.942675,-96.78359,490073.43,2014,4.5,5,1966,1960,2006,4482,15276.58067,Dallas,Dallas,Richardson High School,434803.91225386155
27016174,32.967866,-96.63235,244900,2014,2,4,1994,1990,NONE,2453,7448,Dallas,Garland,Garland High School,218323.57270696948
27017515,32.921827,-96.702673,99000,2013,1.5,3,1964,1960,NONE,1106,7405,Dallas,Garland,Berkner High School,155328.29451451497
27301527,33.011508,-97.026475,220000,2013,2,3,1996,1990,NONE,1957,10018,Dallas,Lewisville,Learning Center,195378.84296683778
27302321,33.023401,-97.080914,425000,2014,4,4,1996,1990,NONE,3055,8058,Dallas,Flower Mound,Flower Mound High School,379782.20757299545
27304287,33.14151,-97.080298,195000,2013,2.5,3,1997,1990,NONE,2455,8698,Dallas,Corinth,NONE,198994.53612935517
26881019,32.920686,-96.836831,490073.43,2013,3,4,1971,1970,NONE,2477,12371,Dallas,Dallas,W T White High School,391359.74994984164
26881638,32.922931,-96.824501,422500,2014,3,5,1964,1960,NONE,2441,10018,Dallas,Dallas,W T White High School,382375.1666949924
26882148,32.916549,-96.738364,108000,2011,3,3,1973,1970,NONE,1905,2482,Dallas,Dallas,Lake Highlands High School,191607.94592243247
27082854,32.66597,-97.009337,205000,2014,2.5,4,1999,1990,NONE,2566,6751.5,Dallas,Grand Prairie,South Grand Prairie High 9th Grade,207603.61965106372
27083953,32.661417,-97.016597,135428,2013,2,3,1998,1990,NONE,1670,7056,Dallas,Grand Prairie,South Grand Prairie High 9th Grade,147364.72669168876
27088013,32.927772,-96.955105,221900,2014,2,2,1985,1980,NONE,1528,10018.5,Dallas,Irving,Coppell High School,190969.39588530082
27088289,32.926802,-96.946419,239900,2013,2.5,3,1995,1990,NONE,1835,6185,Dallas,Irving,Ranchview High School,200497.00030136615
27097957,32.908706,-96.978757,389900,2013,4.5,4,1985,1980,NONE,3329,10140,Dallas,Irving,Ranchview High School,374519.82316968555
27098560,32.935626,-96.961938,279900,2013,2.5,3,1994,1990,2013,2728,6934,Dallas,Irving,Coppell High School,262011.12531919856
27098943,32.929513,-96.94393,259900,2014,2,3,1995,1990,NONE,2108,5967,Dallas,Irving,Ranchview High School,216286.2360198781
27100779,32.829233,-96.933313,119900,2013,2,3,1960,1960,NONE,1419,8276,Dallas,Irving,Irving High School,152732.13550972217
27102606,32.857807,-96.957302,139900,2013,2,3,1963,1960,NONE,1664,8712,Dallas,Irving,MacArthur High School,153631.13823950634
27308176,33.027911,-96.894385,284900,2012,2,3,1998,1990,NONE,2519,10018,Dallas,Lewisville,Hebron High School,256809.1330840796
27308791,33.139779,-97.083313,187000,2014,2.5,3,1999,1990,NONE,2292,7840,Dallas,Corinth,Guyer High School,191034.07806647226
27308424,33.063227,-97.054182,255900,2014,2,4,1998,1990,NONE,2385,10890,Dallas,Flower Mound,Marcus High School,220425.37994770537
27309541,33.178528,-97.108966,179000,2013,2,4,2003,2000,NONE,2362,9147,Dallas,Denton,Denton High School,198233.91936993715
27313481,33.175655,-97.130278,292500,2013,3,4,1985,1980,NONE,3045,15276.58067,Dallas,Denton,Denton High School,283472.2736438892
27315166,33.186061,-97.120888,235000,2013,3,4,1972,1970,NONE,2912,13764,Dallas,Denton,Denton High School,254632.73533176293
27072409,32.703416,-96.995155,61000,2013,2,3,1974,1970,NONE,2146,7840,Dallas,Grand Prairie,South Grand Prairie High 9th Grade,154577.28202026951
27325615,33.012299,-96.893701,187500,2014,2,4,1978,1970,NONE,1830,9583,Dallas,Carrollton,Creekview High School,178318.54880348287
27327930,32.990898,-96.881011,139900,2014,2,3,1973,1970,NONE,1537,7070,Dallas,Carrollton,Creekview High School,158041.66509084566
27330544,32.995377,-96.869081,155000,2013,2,3,1983,1980,NONE,1583,8049,Dallas,Dallas,Smith High School,159200.24409224308
27335639,33.005297,-97.213341,227000,2013,2,4,1996,1990,NONE,1956,8563,Dallas,Trophy Club,Byron Nelson High School,198527.18160471995
27336706,33.008056,-97.000938,150000,2014,2,3,1984,1980,NONE,1685,7840,Dallas,Lewisville,Learning Center,158516.31258141424
27337119,33.171203,-97.131315,334901,2014,4,4,1984,1980,NONE,3288,15276.58067,Dallas,Denton,Denton High School,334518.94350825343
27338598,33.137345,-97.049924,164900,2013,3.5,4,1993,1990,NONE,3056,6969,Dallas,Corinth,NONE,227967.34385703446
27339669,33.021043,-96.886027,87900,2013,2,2,1983,1980,NONE,1079,2178,Dallas,Carrollton,Hebron High School,157142.66236106155
26894358,32.895351,-96.740147,205000,2013,2,3,1979,1970,NONE,1941,8712,Dallas,Dallas,Lake Highlands High School,194780.2206064463
26898037,32.792003,-96.772573,159900,2013,2.5,2,1986,1980,NONE,1411,6272,Dallas,Dallas,North Dallas High School,162240.29015426306
26906185,32.895546,-96.873977,105000,2013,2,3,1984,1980,NONE,1385,3484,Dallas,Dallas,W T White High School,155578.01249202355
26911618,32.856428,-96.703173,250000,2014,2,3,1996,1990,NONE,1804,6534,Dallas,Dallas,Bryan Adams High School,207537.9265811782
26926598,32.867509,-96.799727,169000,2013,2,2,1958,1950,NONE,1488,5880,Dallas,Dallas,Hillcrest High School,154789.7172409037
26926933,32.814642,-96.805043,225000,2013,2.5,2,1984,1980,NONE,1163,15276.58067,Dallas,Dallas,North Dallas High School,191920.06486629098
26930462,32.936556,-96.757413,65000,2014,2.5,2,1982,1980,NONE,1035,5640.5,Dallas,Dallas,Richardson High School,162475.0925854789
27019411,32.931785,-96.635872,118000,2013,2,3,1978,1970,NONE,1658,6969,Dallas,Garland,Garland High School,157142.66236106155
27021200,32.925794,-96.651176,143900,2014,2,4,1969,1960,NONE,1952,7840,Dallas,Garland,Garland High School,164741.85877164864
27025135,32.864571,-96.571538,179900,2013,2.5,3,1986,1980,NONE,2028,11804,Dallas,Garland,Garland High School,179052.5793778686
27027120,32.854738,-96.630176,90000,2009,2,3,1978,1970,NONE,1632,9583,Dallas,Garland,Garland High School,152981.85348723075
26936112,32.949629,-96.84214,274700,2013,2.5,2,1980,1980,NONE,1606,8712,Dallas,Addison,W T White High School,243564.82716333095
27107964,32.855009,-96.994485,114950,2013,2,3,1968,1960,1968,1438,6899,Dallas,Irving,MacArthur High School,151578.74381272617
27111364,32.798003,-96.97143,135900,2014,2,3,1965,1960,NONE,2133,8712,Dallas,Irving,Nimitz High School,161742.6962978712
27116408,32.929995,-96.956722,199900,2013,2,3,1992,1990,NONE,1558,4356,Dallas,Irving,Coppell High School,171141.22426956092
27116728,32.849331,-96.956184,225000,2014,2,3,1987,1980,NONE,2367,8058,Dallas,Irving,MacArthur High School,194962.66752214506
27082373,32.66834,-96.999484,226000,2014,3,4,1993,1990,NONE,2688,9234,Dallas,Grand Prairie,South Grand Prairie High 9th Grade,233852.11971155304
27082852,32.665828,-97.008815,163500,2014,2,4,1999,1990,NONE,2316,9648,Dallas,Grand Prairie,South Grand Prairie High 9th Grade,166558.75152856056
27083817,32.664908,-97.017939,215000,2014,2.5,4,2001,2000,NONE,2987,8276,Dallas,Grand Prairie,South Grand Prairie High 9th Grade,213853.83050619985
27088254,32.796849,-96.948075,112000,2014,2.5,4,1955,1950,NONE,1863,8712,Dallas,Irving,Nimitz High School,168168.79029595823
27094024,32.803787,-96.973064,129500,2013,2,3,1963,1960,NONE,1616,6491.5,Dallas,Irving,Nimitz High School,153631.13823950634
26936683,32.946386,-96.844546,189900,2013,2,2,1982,1980,NONE,1113,5662,Dallas,Addison,W T White High School,172705.87413859888
26937351,32.946468,-96.850029,299000,2013,2,3,1992,1990,NONE,1903,5227,Dallas,Addison,W T White High School,252349.52177160975
27312016,33.165488,-97.122787,379900,2014,3.5,4,1983,1980,NONE,4142,15276.58067,Dallas,Denton,Denton High School,370068.0049068294
27313599,33.238934,-97.137712,179900,2013,2.5,3,1973,1970,NONE,2445,15246,Dallas,Denton,Denton High School,209272.26188726354
27313817,33.231116,-97.151279,129900,2014,2,4,1965,1960,NONE,1527,11761,Dallas,Denton,Denton High School,178283.27603707675
27317573,33.252108,-97.126793,105000,2013,2,3,1968,1960,NONE,1169,9583,Dallas,Denton,Denton High School,175134.4906706441
27324671,33.002145,-96.902271,179900,2013,2,3,1983,1980,NONE,1801,7797,Dallas,Carrollton,Creekview High School,171681.53073081336
27325826,33.010995,-96.895044,197900,2013,2,3,1978,1970,NONE,2508,7840,Dallas,Carrollton,Creekview High School,193559.17406891842
27327175,32.989048,-96.858993,158500,2014,2,4,1983,1980,NONE,1979,7370,Dallas,Carrollton,Smith High School,167025.68680436234
27327205,32.992093,-96.887138,129900,2013,2,3,1973,1970,NONE,1551,9230,Dallas,Carrollton,Creekview High School,158041.66509084566
27327548,33.015003,-96.890756,149900,2013,2,4,1977,1970,1985,1901,8276,Dallas,Carrollton,Creekview High School,164591.78707426245
27328186,32.999817,-96.899772,139000,2013,2,4,1982,1980,NONE,1927,8712,Dallas,Carrollton,Creekview High School,163433.20807286503
